"sample_id","device_timestamp_ns","x_mG","y_mG","z_mG"
"15154","599616162263093760","-991","76","-115"
"15155","599616162267968128","-992","71","-110"
"15156","599616162272842566","-994","72","-117"
"15157","599616162277716992","-1000","73","-123"
"15158","599616162282591360","-1000","75","-114"
"15159","599616162287465856","-1000","72","-125"
"15160","599616162292340224","-1004","72","-129"
"15161","599616162297214592","-1013","72","-138"
"15162","599616162302088960","-1019","67","-162"
"15163","599616162306963456","-1017","67","-173"
"15164","599616162311837824","-1010","58","-174"
"15165","599616162316712192","-1000","52","-180"
"15166","599616162321586560","-996","47","-176"
"15167","599616162326461056","-994","54","-171"
"15168","599616162331335424","-994","51","-169"
"15169","599616162336209792","-994","50","-162"
"15170","599616162341084288","-995","47","-165"
"15171","599616162345958656","-995","49","-153"
"15172","599616162350833024","-995","44","-150"
"15173","599616162355707392","-997","38","-148"
"15174","599616162360581888","-1002","39","-149"
"15175","599616162365456256","-1008","33","-148"
"15176","599616162370330624","-1015","34","-152"
"15177","599616162375204992","-1020","28","-153"
"15178","599616162380079488","-1026","29","-151"
"15179","599616162384953856","-1028","26","-151"
"15180","599616162389828224","-1026","34","-150"
"15181","599616162394702720","-1028","27","-148"
"15182","599616162399577088","-1029","32","-147"
"15183","599616162404451456","-1031","33","-158"
"15184","599616162409325824","-1028","37","-162"
"15185","599616162414200320","-1021","36","-166"
"15186","599616162419074688","-1010","40","-162"
"15187","599616162423949056","-1004","41","-158"
"15188","599616162428823424","-999","43","-158"
"15189","599616162433697920","-996","43","-151"
"15190","599616162438572288","-995","41","-150"
"15191","599616162443446656","-994","43","-150"
"15192","599616162448321066","-995","45","-155"
"15193","599616162453195392","-997","40","-161"
"15194","599616162458069760","-995","44","-168"
"15195","599616162462944256","-997","47","-166"
"15196","599616162467818624","-995","51","-166"
"15197","599616162472692992","-999","56","-164"
"15198","599616162477567360","-1000","67","-159"
"15199","599616162482441856","-1002","72","-157"
"15200","599616162487316224","-1003","75","-168"
"15201","599616162492190592","-1000","75","-166"
"15202","599616162497064960","-1001","76","-163"
"15203","599616162501939456","-996","72","-163"
"15204","599616162506813824","-996","62","-172"
"15205","599616162511688192","-995","51","-180"
"15206","599616162516562688","-997","44","-174"
"15207","599616162521437056","-994","41","-167"
"15208","599616162526311424","-994","37","-161"
"15209","599616162531185792","-993","33","-156"
"15210","599616162536060288","-994","35","-151"
"15211","599616162540934656","-994","35","-149"
"15212","599616162545809024","-995","36","-148"
"15213","599616162550683392","-994","40","-152"
"15214","599616162555557888","-995","44","-152"
"15215","599616162560432256","-995","52","-158"
"15216","599616162565306624","-995","50","-158"
"15217","599616162570181120","-995","50","-159"
"15218","599616162575055488","-996","53","-165"
"15219","599616162579929856","-996","46","-172"
"15220","599616162584804224","-1000","43","-181"
"15221","599616162589678720","-1003","48","-181"
"15222","599616162594553088","-1004","46","-193"
"15223","599616162599427456","-1002","48","-186"
"15224","599616162604301824","-1002","44","-188"
"15225","599616162609176320","-1002","41","-191"
"15226","599616162614050688","-998","41","-189"
"15227","599616162618925056","-998","41","-195"
"15228","599616162623799566","-996","41","-201"
"15229","599616162628674816","-996","43","-200"
"15230","599616162633550080","-994","43","-199"
"15231","599616162638425344","-993","47","-201"
"15232","599616162643300608","-992","43","-205"
"15233","599616162648175872","-990","47","-199"
"15234","599616162653051008","-990","47","-189"
"15235","599616162657926272","-990","57","-184"
"15236","599616162662801536","-990","54","-173"
"15237","599616162667676800","-991","61","-155"
"15238","599616162672552064","-992","63","-154"
"15239","599616162677427328","-993","70","-149"
"15240","599616162682302592","-996","64","-147"
"15241","599616162687177856","-1000","66","-161"
"15242","599616162692053120","-1014","73","-185"
"15243","599616162696928384","-1030","63","-184"
"15244","599616162701803520","-1044","58","-178"
"15245","599616162706678784","-1061","49","-182"
"15246","599616162711554048","-1072","38","-190"
"15247","599616162716429312","-1081","31","-212"
"15248","599616162721304576","-1075","29","-227"
"15249","599616162726179840","-1062","24","-231"
"15250","599616162731055104","-1048","29","-239"
"15251","599616162735930368","-1028","30","-241"
"15252","599616162740805632","-1006","33","-241"
"15253","599616162745680896","-996","32","-242"
"15254","599616162750556032","-993","31","-231"
"15255","599616162755431296","-994","30","-237"
"15256","599616162760306560","-994","28","-240"
"15257","599616162765181824","-994","25","-235"
"15258","599616162770057088","-993","22","-229"
"15259","599616162774932352","-993","22","-219"
"15260","599616162779807616","-992","24","-205"
"15261","599616162784682880","-991","23","-194"
"15262","599616162789558144","-991","27","-172"
"15263","599616162794433280","-991","30","-164"
"15264","599616162799308594","-992","33","-158"
"15265","599616162804183808","-990","39","-156"
"15266","599616162809059072","-992","44","-156"
"15267","599616162813934336","-993","54","-157"
"15268","599616162818809600","-992","63","-166"
"15269","599616162823684864","-992","69","-161"
"15270","599616162828560000","-992","76","-163"
"15271","599616162833435264","-991","78","-159"
"15272","599616162838310528","-992","82","-155"
"15273","599616162843185792","-990","83","-150"
"15274","599616162848061056","-990","84","-150"
"15275","599616162852936320","-989","84","-148"
"15276","599616162857811584","-989","84","-148"
"15277","599616162862686848","-987","86","-146"
"15278","599616162867562112","-989","84","-145"
"15279","599616162872437376","-991","83","-156"
"15280","599616162877312512","-992","82","-153"
"15281","599616162882187776","-993","79","-165"
"15282","599616162887063040","-994","78","-178"
"15283","599616162891938304","-997","78","-196"
"15284","599616162896813568","-998","76","-196"
"15285","599616162901688832","-1000","78","-196"
"15286","599616162906564096","-997","74","-184"
"15287","599616162911439360","-995","74","-186"
"15288","599616162916314624","-995","66","-184"
"15289","599616162921189760","-994","64","-174"
"15290","599616162926065024","-995","62","-179"
"15291","599616162930940288","-996","61","-172"
"15292","599616162935815552","-999","61","-172"
"15293","599616162940690816","-1003","66","-177"
"15294","599616162945566080","-1011","70","-204"
"15295","599616162950441344","-1022","70","-212"
"15296","599616162955316608","-1024","70","-218"
"15297","599616162960191872","-1021","68","-217"
"15298","599616162965067136","-1013","72","-211"
"15299","599616162969942272","-1002","74","-201"
"15300","599616162974817612","-997","78","-191"
"15301","599616162979691264","-994","81","-181"
"15302","599616162984564864","-992","84","-166"
"15303","599616162989438336","-990","86","-157"
"15304","599616162994311936","-990","85","-151"
"15305","599616162999185536","-988","87","-147"
"15306","599616163004059008","-989","87","-149"
"15307","599616163008932608","-990","87","-145"
"15308","599616163013806208","-991","86","-141"
"15309","599616163018679680","-993","86","-141"
"15310","599616163023553280","-993","87","-142"
"15311","599616163028426880","-995","85","-142"
"15312","599616163033300352","-1000","87","-143"
"15313","599616163038173952","-1007","89","-143"
"15314","599616163043047424","-1012","88","-148"
"15315","599616163047921024","-1024","87","-158"
"15316","599616163052794624","-1030","88","-166"
"15317","599616163057668096","-1031","88","-164"
"15318","599616163062541696","-1032","89","-167"
"15319","599616163067415296","-1030","88","-167"
"15320","599616163072288768","-1028","89","-161"
"15321","599616163077162368","-1027","89","-157"
"15322","599616163082035968","-1029","88","-145"
"15323","599616163086909440","-1031","89","-143"
"15324","599616163091783040","-1031","87","-139"
"15325","599616163096656640","-1031","89","-137"
"15326","599616163101530112","-1026","88","-138"
"15327","599616163106403712","-1018","87","-135"
"15328","599616163111277312","-1017","86","-131"
"15329","599616163116150784","-1011","86","-132"
"15330","599616163121024384","-1007","86","-133"
"15331","599616163125897984","-1008","85","-136"
"15332","599616163130771456","-1008","86","-136"
"15333","599616163135645056","-1007","86","-140"
"15334","599616163140518656","-1008","80","-145"
"15335","599616163145392128","-1004","80","-149"
"15336","599616163150265610","-1000","70","-161"
"15337","599616163155139968","-1006","70","-173"
"15338","599616163160014336","-997","79","-176"
"15339","599616163164888832","-994","84","-165"
"15340","599616163169763200","-993","85","-164"
"15341","599616163174637568","-990","83","-157"
"15342","599616163179511936","-989","83","-157"
"15343","599616163184386432","-985","79","-153"
"15344","599616163189260800","-985","70","-151"
"15345","599616163194135168","-981","70","-154"
"15346","599616163199009536","-978","68","-160"
"15347","599616163203884032","-975","62","-158"
"15348","599616163208758400","-970","56","-165"
"15349","599616163213632768","-968","54","-162"
"15350","599616163218507136","-965","58","-166"
"15351","599616163223381632","-973","52","-171"
"15352","599616163228256000","-978","59","-166"
"15353","599616163233130368","-988","59","-169"
"15354","599616163238004864","-992","66","-171"
"15355","599616163242879232","-995","65","-171"
"15356","599616163247753600","-998","68","-177"
"15357","599616163252627968","-1005","70","-169"
"15358","599616163257502464","-1011","76","-163"
"15359","599616163262376832","-1016","75","-158"
"15360","599616163267251200","-1017","80","-149"
"15361","599616163272125568","-1019","85","-147"
"15362","599616163277000064","-1024","86","-147"
"15363","599616163281874432","-1024","86","-143"
"15364","599616163286748800","-1022","88","-140"
"15365","599616163291623168","-1021","89","-136"
"15366","599616163296497664","-1020","89","-136"
"15367","599616163301372032","-1019","93","-136"
"15368","599616163306246400","-1017","96","-139"
"15369","599616163311120896","-1017","102","-140"
"15370","599616163315995264","-1025","108","-146"
"15371","599616163320869632","-1038","110","-148"
"15372","599616163325744084","-1048","107","-157"
"15373","599616163330617728","-1052","105","-155"
"15374","599616163335491328","-1054","97","-159"
"15375","599616163340364800","-1051","91","-148"
"15376","599616163345238400","-1042","89","-142"
"15377","599616163350112000","-1035","84","-138"
"15378","599616163354985472","-1022","78","-134"
"15379","599616163359859072","-1014","66","-132"
"15380","599616163364732672","-1010","55","-130"
"15381","599616163369606144","-1014","39","-130"
"15382","599616163374479744","-1020","31","-129"
"15383","599616163379353344","-1022","24","-133"
"15384","599616163384226816","-1023","17","-136"
"15385","599616163389100416","-1021","13","-140"
"15386","599616163393974016","-1017","14","-143"
"15387","599616163398847488","-1014","15","-141"
"15388","599616163403721088","-1001","21","-145"
"15389","599616163408594560","-999","27","-147"
"15390","599616163413468160","-995","34","-152"
"15391","599616163418341760","-994","39","-152"
"15392","599616163423215232","-993","52","-154"
"15393","599616163428088832","-993","62","-163"
"15394","599616163432962432","-993","69","-168"
"15395","599616163437835904","-992","69","-176"
"15396","599616163442709504","-992","68","-179"
"15397","599616163447583104","-990","69","-190"
"15398","599616163452456576","-990","74","-198"
"15399","599616163457330176","-990","72","-190"
"15400","599616163462203776","-990","70","-195"
"15401","599616163467077248","-990","70","-198"
"15402","599616163471950848","-990","71","-196"
"15403","599616163476824448","-990","76","-191"
"15404","599616163481697920","-991","72","-186"
"15405","599616163486571520","-991","77","-176"
"15406","599616163491445120","-991","73","-161"
"15407","599616163496318592","-992","74","-150"
"15408","599616163501192092","-993","73","-146"
"15409","599616163506067328","-990","72","-142"
"15410","599616163510942592","-994","75","-148"
"15411","599616163515817856","-1000","78","-165"
"15412","599616163520693120","-999","77","-173"
"15413","599616163525568384","-1004","65","-187"
"15414","599616163530443520","-1008","59","-202"
"15415","599616163535318784","-1019","56","-209"
"15416","599616163540194048","-1026","60","-222"
"15417","599616163545069312","-1020","57","-209"
"15418","599616163549944576","-1008","57","-201"
"15419","599616163554819840","-1000","65","-192"
"15420","599616163559695104","-1003","70","-199"
"15421","599616163564570368","-1007","78","-200"
"15422","599616163569445632","-1006","80","-201"
"15423","599616163574320768","-1008","84","-216"
"15424","599616163579196032","-1003","86","-240"
"15425","599616163584071296","-1003","86","-248"
"15426","599616163588946560","-999","85","-253"
"15427","599616163593821824","-1000","86","-257"
"15428","599616163598697088","-997","84","-258"
"15429","599616163603572352","-994","80","-257"
"15430","599616163608447616","-993","81","-254"
"15431","599616163613322880","-992","79","-246"
"15432","599616163618198016","-991","75","-234"
"15433","599616163623073280","-990","78","-228"
"15434","599616163627948544","-987","75","-221"
"15435","599616163632823808","-990","68","-217"
"15436","599616163637699072","-991","66","-211"
"15437","599616163642574336","-990","63","-202"
"15438","599616163647449600","-991","54","-204"
"15439","599616163652324864","-993","46","-201"
"15440","599616163657200128","-993","43","-198"
"15441","599616163662075392","-995","34","-199"
"15442","599616163666950528","-996","27","-202"
"15443","599616163671825792","-998","26","-206"
"15444","599616163676701094","-1000","19","-208"
"15445","599616163681577984","-1001","21","-210"
"15446","599616163686454912","-1002","13","-220"
"15447","599616163691331840","-1000","7","-229"
"15448","599616163696208768","-998","3","-233"
"15449","599616163701085824","-997","-3","-231"
"15450","599616163705962752","-996","-6","-230"
"15451","599616163710839680","-994","-8","-230"
"15452","599616163715716608","-994","-11","-230"
"15453","599616163720593536","-992","-8","-224"
"15454","599616163725470464","-992","-8","-225"
"15455","599616163730347392","-991","-6","-220"
"15456","599616163735224448","-989","-3","-219"
"15457","599616163740101376","-990","0","-216"
"15458","599616163744978304","-988","5","-208"
"15459","599616163749855232","-991","9","-203"
"15460","599616163754732160","-992","15","-197"
"15461","599616163759609088","-994","12","-198"
"15462","599616163764486016","-994","13","-193"
"15463","599616163769362944","-999","8","-193"
"15464","599616163774240000","-1004","5","-199"
"15465","599616163779116928","-1014","2","-208"
"15466","599616163783993856","-1025","-1","-205"
"15467","599616163788870784","-1028","-9","-217"
"15468","599616163793747712","-1032","-11","-225"
"15469","599616163798624640","-1025","-9","-224"
"15470","599616163803501568","-1012","-9","-226"
"15471","599616163808378624","-1000","-4","-228"
"15472","599616163813255552","-994","0","-225"
"15473","599616163818132480","-994","3","-222"
"15474","599616163823009408","-994","7","-220"
"15475","599616163827886336","-994","13","-222"
"15476","599616163832763264","-993","14","-230"
"15477","599616163837640192","-992","20","-225"
"15478","599616163842517248","-990","26","-223"
"15479","599616163847394176","-990","29","-215"
"15480","599616163852271132","-991","33","-211"
"15481","599616163857148032","-992","40","-208"
"15482","599616163862024960","-992","43","-214"
"15483","599616163866901888","-993","40","-218"
"15484","599616163871778816","-993","46","-219"
"15485","599616163876655872","-993","41","-226"
"15486","599616163881532800","-992","44","-221"
"15487","599616163886409728","-992","45","-224"
"15488","599616163891286656","-992","45","-222"
"15489","599616163896163584","-991","39","-222"
"15490","599616163901040512","-990","42","-221"
"15491","599616163905917440","-989","39","-224"
"15492","599616163910794496","-987","40","-222"
"15493","599616163915671424","-987","33","-223"
"15494","599616163920548352","-985","36","-223"
"15495","599616163925425280","-980","33","-216"
"15496","599616163930302208","-982","32","-211"
"15497","599616163935179136","-981","34","-202"
"15498","599616163940056064","-983","41","-201"
"15499","599616163944933120","-985","38","-196"
"15500","599616163949810048","-988","41","-202"
"15501","599616163954686976","-991","33","-203"
"15502","599616163959563904","-992","29","-209"
"15503","599616163964440832","-992","26","-208"
"15504","599616163969317760","-993","22","-212"
"15505","599616163974194688","-993","18","-204"
"15506","599616163979071744","-993","15","-201"
"15507","599616163983948672","-993","11","-190"
"15508","599616163988825600","-993","10","-173"
"15509","599616163993702528","-993","11","-165"
"15510","599616163998579456","-993","6","-154"
"15511","599616164003456384","-995","7","-157"
"15512","599616164008333312","-996","3","-165"
"15513","599616164013210240","-999","6","-165"
"15514","599616164018087296","-998","3","-165"
"15515","599616164022964224","-999","3","-165"
"15516","599616164027841186","-997","4","-170"
"15517","599616164032717312","-998","-3","-171"
"15518","599616164037593472","-996","-4","-172"
"15519","599616164042469504","-995","-6","-181"
"15520","599616164047345664","-998","-9","-187"
"15521","599616164052221696","-998","-10","-199"
"15522","599616164057097856","-999","-13","-198"
"15523","599616164061973888","-999","-10","-195"
"15524","599616164066850048","-1000","-12","-188"
"15525","599616164071726080","-1000","-9","-193"
"15526","599616164076602240","-999","-7","-188"
"15527","599616164081478272","-998","-7","-186"
"15528","599616164086354432","-1002","-5","-187"
"15529","599616164091230464","-1004","-2","-188"
"15530","599616164096106624","-1008","-5","-187"
"15531","599616164100982656","-1013","-4","-182"
"15532","599616164105858816","-1018","-7","-181"
"15533","599616164110734848","-1020","-1","-179"
"15534","599616164115611008","-1020","-4","-177"
"15535","599616164120487040","-1016","-2","-170"
"15536","599616164125363200","-1012","-3","-169"
"15537","599616164130239232","-1016","-4","-179"
"15538","599616164135115392","-1019","1","-194"
"15539","599616164139991552","-1016","5","-201"
"15540","599616164144867584","-1016","0","-192"
"15541","599616164149743744","-1021","-2","-201"
"15542","599616164154619776","-1026","-2","-208"
"15543","599616164159495936","-1029","-2","-220"
"15544","599616164164371968","-1023","-2","-230"
"15545","599616164169248128","-997","-2","-191"
"15546","599616164174124160","-993","1","-160"
"15547","599616164179000320","-993","-1","-156"
"15548","599616164183876352","-993","4","-153"
"15549","599616164188752512","-995","-1","-174"
"15550","599616164193628544","-995","3","-200"
"15551","599616164198504704","-993","8","-206"
"15552","599616164203380748","-992","7","-205"
"15553","599616164208254336","-994","9","-206"
"15554","599616164213127936","-996","5","-214"
"15555","599616164218001408","-999","5","-218"
"15556","599616164222875008","-1000","7","-216"
"15557","599616164227748608","-999","9","-206"
"15558","599616164232622080","-996","10","-200"
"15559","599616164237495680","-996","8","-188"
"15560","599616164242369280","-995","14","-169"
"15561","599616164247242752","-998","15","-167"
"15562","599616164252116352","-1001","19","-168"
"15563","599616164256989952","-1007","18","-170"
"15564","599616164261863424","-1007","19","-176"
"15565","599616164266737024","-1015","16","-176"
"15566","599616164271610496","-1020","18","-178"
"15567","599616164276484096","-1021","18","-184"
"15568","599616164281357696","-1018","20","-181"
"15569","599616164286231168","-1018","17","-184"
"15570","599616164291104768","-1013","17","-190"
"15571","599616164295978368","-1011","21","-182"
"15572","599616164300851840","-1006","21","-188"
"15573","599616164305725440","-1007","17","-197"
"15574","599616164310599040","-1004","19","-193"
"15575","599616164315472512","-1001","20","-204"
"15576","599616164320346112","-999","20","-202"
"15577","599616164325219712","-996","20","-202"
"15578","599616164330093184","-994","23","-202"
"15579","599616164334966784","-994","26","-203"
"15580","599616164339840384","-993","25","-197"
"15581","599616164344713856","-992","27","-200"
"15582","599616164349587456","-991","26","-192"
"15583","599616164354461056","-992","22","-197"
"15584","599616164359334528","-991","25","-196"
"15585","599616164364208128","-992","21","-193"
"15586","599616164369081600","-992","18","-192"
"15587","599616164373955200","-994","15","-195"
"15588","599616164378828736","-993","15","-202"
"15589","599616164383702400","-998","12","-196"
"15590","599616164388576000","-993","12","-206"
"15591","599616164393449472","-993","13","-201"
"15592","599616164398323072","-994","14","-207"
"15593","599616164403196672","-993","12","-198"
"15594","599616164408070144","-993","14","-198"
"15595","599616164412943744","-994","10","-193"
"15596","599616164417817344","-996","5","-194"
"15597","599616164422690816","-997","14","-196"
"15598","599616164427564416","-997","12","-201"
"15599","599616164432437888","-1002","12","-196"
"15600","599616164437311488","-1007","12","-197"
"15601","599616164442185088","-1019","9","-200"
"15602","599616164447058560","-1024","9","-209"
"15603","599616164451932160","-1027","9","-218"
"15604","599616164456805760","-1018","0","-226"
"15605","599616164461679232","-1011","0","-229"
"15606","599616164466552832","-1001","4","-227"
"15607","599616164471426432","-996","0","-228"
"15608","599616164476299904","-994","5","-225"
"15609","599616164481173504","-993","10","-227"
"15610","599616164486047104","-993","8","-228"
"15611","599616164490920576","-992","9","-230"
"15612","599616164495794176","-992","17","-231"
"15613","599616164500667776","-992","16","-233"
"15614","599616164505541248","-992","20","-233"
"15615","599616164510414848","-991","20","-234"
"15616","599616164515288448","-991","25","-233"
"15617","599616164520161920","-990","24","-230"
"15618","599616164525035520","-992","26","-234"
"15619","599616164529908992","-991","29","-230"
"15620","599616164534782592","-991","24","-240"
"15621","599616164539656192","-991","29","-240"
"15622","599616164544529664","-992","26","-237"
"15623","599616164549403264","-993","24","-240"
"15624","599616164554276718","-992","24","-236"
"15625","599616164559152000","-992","28","-232"
"15626","599616164564027264","-992","24","-233"
"15627","599616164568902528","-992","22","-231"
"15628","599616164573777792","-992","24","-233"
"15629","599616164578653056","-992","20","-236"
"15630","599616164583528192","-993","20","-236"
"15631","599616164588403456","-993","19","-233"
"15632","599616164593278720","-993","19","-238"
"15633","599616164598153984","-994","19","-237"
"15634","599616164603029248","-994","15","-241"
"15635","599616164607904512","-994","13","-240"
"15636","599616164612779776","-993","12","-241"
"15637","599616164617655040","-994","14","-241"
"15638","599616164622530304","-993","17","-240"
"15639","599616164627405440","-993","17","-242"
"15640","599616164632280704","-992","17","-244"
"15641","599616164637155968","-992","19","-240"
"15642","599616164642031232","-992","22","-242"
"15643","599616164646906496","-993","21","-243"
"15644","599616164651781760","-993","19","-244"
"15645","599616164656657024","-993","15","-247"
"15646","599616164661532288","-993","16","-245"
"15647","599616164666407552","-993","17","-247"
"15648","599616164671282688","-993","17","-248"
"15649","599616164676157952","-993","14","-248"
"15650","599616164681033216","-994","16","-249"
"15651","599616164685908480","-994","15","-251"
"15652","599616164690783744","-993","16","-252"
"15653","599616164695659008","-994","16","-250"
"15654","599616164700534272","-993","16","-254"
"15655","599616164705409536","-994","15","-250"
"15656","599616164710284800","-994","8","-243"
"15657","599616164715160064","-993","6","-234"
"15658","599616164720035200","-993","5","-228"
"15659","599616164724910464","-992","2","-225"
"15660","599616164729785720","-993","0","-227"
"15661","599616164734662656","-991","-1","-226"
"15662","599616164739539584","-992","-4","-230"
"15663","599616164744416512","-991","-3","-230"
"15664","599616164749293440","-992","-2","-233"
"15665","599616164754170496","-992","-3","-248"
"15666","599616164759047424","-994","-5","-259"
"15667","599616164763924352","-995","-5","-264"
"15668","599616164768801280","-994","-5","-261"
"15669","599616164773678208","-994","-7","-260"
"15670","599616164778555136","-994","-8","-263"
"15671","599616164783432064","-994","-6","-265"
"15672","599616164788309120","-994","-3","-257"
"15673","599616164793186048","-990","-1","-235"
"15674","599616164798062976","-988","0","-215"
"15675","599616164802939904","-991","1","-215"
"15676","599616164807816832","-993","4","-230"
"15677","599616164812693760","-996","3","-246"
"15678","599616164817570688","-996","11","-255"
"15679","599616164822447616","-993","14","-259"
"15680","599616164827324672","-993","16","-257"
"15681","599616164832201600","-993","16","-257"
"15682","599616164837078528","-995","16","-259"
"15683","599616164841955456","-994","15","-260"
"15684","599616164846832384","-992","20","-256"
"15685","599616164851709312","-992","19","-254"
"15686","599616164856586240","-990","21","-253"
"15687","599616164861463296","-991","22","-247"
"15688","599616164866340224","-991","23","-240"
"15689","599616164871217152","-993","28","-244"
"15690","599616164876094080","-993","25","-243"
"15691","599616164880971008","-994","28","-250"
"15692","599616164885847936","-997","31","-253"
"15693","599616164890724864","-998","31","-254"
"15694","599616164895601920","-1001","30","-255"
"15695","599616164900478848","-1001","30","-256"
"15696","599616164905355758","-1003","29","-253"
"15697","599616164910231936","-995","35","-257"
"15698","599616164915108096","-1001","32","-252"
"15699","599616164919984128","-999","32","-251"
"15700","599616164924860288","-998","37","-254"
"15701","599616164929736320","-996","38","-252"
"15702","599616164934612480","-995","37","-255"
"15703","599616164939488512","-994","39","-256"
"15704","599616164944364672","-993","36","-257"
"15705","599616164949240704","-994","43","-259"
"15706","599616164954116864","-992","41","-260"
"15707","599616164958992896","-992","43","-261"
"15708","599616164963869056","-993","37","-262"
"15709","599616164968745088","-993","35","-260"
"15710","599616164973621248","-992","36","-260"
"15711","599616164978497280","-993","35","-261"
"15712","599616164983373440","-993","30","-262"
"15713","599616164988249472","-993","28","-262"
"15714","599616164993125632","-992","25","-263"
"15715","599616164998001664","-992","22","-262"
"15716","599616165002877824","-992","22","-263"
"15717","599616165007753856","-992","17","-262"
"15718","599616165012630016","-992","16","-261"
"15719","599616165017506176","-993","15","-261"
"15720","599616165022382208","-993","12","-263"
"15721","599616165027258368","-993","14","-262"
"15722","599616165032134400","-993","14","-263"
"15723","599616165037010560","-993","16","-264"
"15724","599616165041886592","-994","17","-269"
"15725","599616165046762752","-993","17","-267"
"15726","599616165051638784","-992","22","-268"
"15727","599616165056514944","-993","25","-269"
"15728","599616165061390976","-992","25","-269"
"15729","599616165066267136","-993","25","-270"
"15730","599616165071143168","-993","29","-267"
"15731","599616165076019328","-993","25","-272"
"15732","599616165080895320","-991","27","-267"
"15733","599616165085772288","-988","25","-264"
"15734","599616165090649216","-990","25","-261"
"15735","599616165095526144","-988","27","-260"
"15736","599616165100403072","-990","22","-259"
"15737","599616165105280128","-991","25","-259"
"15738","599616165110157056","-991","26","-259"
"15739","599616165115033984","-991","27","-262"
"15740","599616165119910912","-991","29","-268"
"15741","599616165124787840","-992","29","-273"
"15742","599616165129664768","-990","32","-279"
"15743","599616165134541696","-990","29","-279"
"15744","599616165139418624","-989","36","-280"
"15745","599616165144295680","-987","31","-281"
"15746","599616165149172608","-987","34","-281"
"15747","599616165154049536","-988","37","-283"
"15748","599616165158926464","-990","37","-286"
"15749","599616165163803392","-990","37","-287"
"15750","599616165168680320","-991","37","-288"
"15751","599616165173557248","-991","33","-282"
"15752","599616165178434304","-991","29","-279"
"15753","599616165183311232","-990","31","-281"
"15754","599616165188188160","-992","32","-284"
"15755","599616165193065088","-991","32","-287"
"15756","599616165197942016","-991","39","-287"
"15757","599616165202818944","-992","39","-282"
"15758","599616165207695872","-991","42","-281"
"15759","599616165212572800","-992","39","-281"
"15760","599616165217449856","-992","40","-275"
"15761","599616165222326784","-992","37","-273"
"15762","599616165227203712","-992","32","-275"
"15763","599616165232080640","-992","35","-274"
"15764","599616165236957568","-992","34","-276"
"15765","599616165241834496","-991","30","-277"
"15766","599616165246711424","-992","27","-279"
"15767","599616165251588480","-992","29","-280"
"15768","599616165256465348","-992","29","-280"
"15769","599616165261342336","-990","32","-286"
"15770","599616165266219264","-992","29","-280"
"15771","599616165271096192","-991","32","-276"
"15772","599616165275973120","-992","30","-280"
"15773","599616165280850176","-991","30","-276"
"15774","599616165285727104","-990","26","-278"
"15775","599616165290604032","-990","29","-281"
"15776","599616165295480960","-991","27","-285"
"15777","599616165300357888","-990","25","-288"
"15778","599616165305234816","-990","27","-292"
"15779","599616165310111744","-990","26","-289"
"15780","599616165314988800","-990","24","-288"
"15781","599616165319865728","-990","26","-290"
"15782","599616165324742656","-991","28","-291"
"15783","599616165329619584","-991","26","-292"
"15784","599616165334496512","-991","27","-291"
"15785","599616165339373440","-991","24","-293"
"15786","599616165344250368","-992","25","-289"
"15787","599616165349127424","-992","22","-284"
"15788","599616165354004352","-992","24","-287"
"15789","599616165358881280","-992","23","-288"
"15790","599616165363758208","-992","26","-286"
"15791","599616165368635136","-992","23","-285"
"15792","599616165373512064","-991","24","-278"
"15793","599616165378388992","-991","21","-276"
"15794","599616165383266048","-991","21","-270"
"15795","599616165388142976","-992","22","-271"
"15796","599616165393019904","-993","23","-282"
"15797","599616165397896832","-994","20","-288"
"15798","599616165402773760","-994","14","-298"
"15799","599616165407650688","-995","19","-303"
"15800","599616165412527616","-995","18","-318"
"15801","599616165417404544","-994","18","-326"
"15802","599616165422281600","-991","20","-308"
"15803","599616165427158528","-986","16","-275"
"15804","599616165432035402","-983","18","-258"
"15805","599616165436910720","-986","20","-263"
"15806","599616165441785984","-992","19","-272"
"15807","599616165446661248","-993","22","-280"
"15808","599616165451536512","-992","26","-291"
"15809","599616165456411776","-990","31","-308"
"15810","599616165461286912","-990","32","-312"
"15811","599616165466162176","-990","31","-317"
"15812","599616165471037440","-989","26","-318"
"15813","599616165475912704","-987","26","-313"
"15814","599616165480787968","-984","26","-306"
"15815","599616165485663232","-981","25","-298"
"15816","599616165490538496","-982","24","-299"
"15817","599616165495413760","-985","27","-298"
"15818","599616165500289024","-987","29","-296"
"15819","599616165505164288","-988","30","-293"
"15820","599616165510039424","-990","34","-292"
"15821","599616165514914688","-992","33","-295"
"15822","599616165519789952","-992","29","-300"
"15823","599616165524665216","-992","29","-301"
"15824","599616165529540480","-992","31","-300"
"15825","599616165534415744","-992","31","-303"
"15826","599616165539291008","-992","26","-301"
"15827","599616165544166272","-992","27","-303"
"15828","599616165549041536","-991","28","-298"
"15829","599616165553916800","-991","26","-298"
"15830","599616165558791936","-991","31","-303"
"15831","599616165563667200","-990","32","-301"
"15832","599616165568542464","-990","28","-303"
"15833","599616165573417728","-990","31","-304"
"15834","599616165578292992","-990","33","-304"
"15835","599616165583168256","-990","35","-308"
"15836","599616165588043520","-991","34","-305"
"15837","599616165592918784","-989","33","-304"
"15838","599616165597794048","-990","39","-312"
"15839","599616165602669312","-990","37","-307"
